id,difficulty,uniqueness,goal words,valid words,total words, cells, hint
7443,2496.5,0.0,329,1508,1508,49,inside+wrap -- 
7444,2499.0,0.5179153094462541,68,367,2635,56,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- The first part of the word is important. Is one of : potato -- 
7445,2499.5,0.6304159445407279,298,386,2427,56,inside+wrap -- These words are all: verbs. -- 
7446,2500.0,0.24732620320855614,139,734,2839,64,inside+wrap -- Exactamundo 4 -- 
7447,2505.5,0.5257995735607676,292,758,2233,72,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7448,2510.5,1.4251204093271084,30,39,3184,81,inside+wrap -- Maka dem all the same siza: 4 -- Ends with a letter from lisa -- These words are all: verbs. -- 
7449,2510.5,0.0,313,1430,1430,49,inside+wrap -- 
7450,2513.0,0.918465084443858,175,242,2881,48,inside+wrap -- From 4-5 letters. -- These words are all: verbs. -- 
7451,2513.5,0.6891092082065986,112,524,3063,56,inside+wrap -- No more no less than the best which is 4. -- The first part of the word is important. Is one of : consonants -- 
7452,2514.5,0.6304159445407279,213,413,3115,64,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7453,2514.5,0.0,279,1751,1751,48,inside+wrap -- 
7454,2517.0,0.7601312161262717,71,404,2831,42,inside+wrap -- 4-5 letters. -- In the beginning was one of these letters: potato -- 
7455,2517.5,0.44014084507042256,317,1211,1619,36,inside+wrap -- In the beginning was one of these letters: consonants -- 
7456,2519.0,0.0,220,1985,1985,49,inside+wrap -- 
7457,2520.0,0.0012953367875647669,151,521,2480,72,inside+wrap -- Words with at least 3 letters. -- 
7458,2521.0,0.5555555555555556,20,64,3030,63,inside+wrap -- Words with at least 4 letters. -- Words need to represent with : ee and e. -- 
7459,2521.5,0.0,355,1436,1436,42,inside -- 
7460,2523.5,0.27524038461538464,196,1176,2387,64,inside+wrap -- From 4-5 letters. -- 
7461,2524.0,0.5363636363636364,372,920,2068,54,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7462,2524.0,1.679898714402539,6,19,3055,81,inside+wrap -- Words need to represent with : r and t. -- Ends with a letter from lisa -- OMG,these are: nouns -- 
7463,2524.0,0.4961832061068702,140,569,2451,72,inside+wrap -- No more no less than the best which is 5. -- 
7464,2527.0,0.4634920634920635,96,457,3205,72,inside -- At least 4 of da letters. -- These words seem to end with the letters... wedding. -- 
7465,2527.0,0.9766714082503556,128,429,2569,49,inside+wrap -- All these words have something in common. I think s and e. sry typo -- These words seem to end with the letters... consonants. -- 
7466,2530.0,0.5017421602787456,297,1223,1684,81,inside -- The first part of the word is important. Is one of : consonants -- 
7467,2530.5,0.5475,233,1211,2761,81,inside -- These words are all: nouns. -- 
7468,2531.5,1.475395778364116,9,17,3341,72,inside -- What's in dem words. Is it: ee and r. Yeah it is. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7469,2532.5,1.002150924912119,65,199,2833,64,inside+wrap -- Words with at least 5 letters. -- These words seem to start with... vowels. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7470,2533.5,1.2618538324420676,7,24,3140,81,inside -- All these words have something in common. I think e and el. sry typo -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7471,2534.0,0.2397094430992736,254,920,2006,49,inside+wrap -- 4-5 letters. -- 
7472,2535.0,0.6,166,725,2523,81,inside -- All these words have something in common. I think e and r. sry typo -- 
7473,2535.5,0.0,301,1777,1777,64,inside -- 
7474,2536.0,0.6432246998284734,255,316,2613,81,inside+wrap -- OMG,these are: verbs -- 
7475,2538.0,0.0,336,1562,1562,63,inside -- 
7476,2539.5,0.879384307676904,107,131,2945,72,inside -- Exactamundo 4 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7477,2544.5,0.5384615384615384,136,738,2527,49,inside+wrap -- What's in dem words. Is it: e and t. Yeah it is. -- 
7478,2545.0,0.4925373134328358,100,340,2922,72,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- Ends with a letter from minos -- 
7479,2546.5,0.0,189,2044,2044,81,inside -- 
7480,2548.0,0.0,320,1580,1580,49,inside -- 
7481,2550.5,0.44014084507042256,264,1573,1976,81,inside+wrap -- The first part of the word is important. Is one of : consonants -- 
7482,2550.5,0.51985559566787,95,681,2637,81,inside+wrap -- In the beginning was one of these letters: vowels -- 
7483,2551.5,0.545297670405522,403,892,1920,56,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7484,2555.0,0.5125448028673835,144,830,2480,54,inside -- These words seem to start with... lisa. -- 
7485,2557.5,0.6458333333333334,9,26,3152,63,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- Words need to represent with : et. -- 
7486,2558.5,0.5804195804195804,78,899,3252,49,inside+wrap -- Ends with a letter from lisa -- 
7487,2558.5,0.0,351,1475,1475,64,inside -- 
7488,2558.5,1.3937727968855371,84,117,3148,72,inside+wrap -- Exactamundo 4 -- Ends with a letter from consonants -- OMG,these are: verbs -- 
7489,2559.0,0.5143884892086331,154,1176,2860,81,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- OMG, ends with a letter from: consonants -- 
7490,2560.0,1.2192972294623035,30,62,3260,54,inside+wrap -- Words with at least 5 letters. -- All these words have something in common. I think s and i. sry typo -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7491,2560.0,0.4752851711026616,186,815,2791,56,inside+wrap -- At least 4 of da letters. -- In the beginning was one of these letters: consonants -- 
7492,2560.0,0.5363636363636364,360,881,2023,81,inside -- These words are all: nouns. -- 
7493,2563.0,0.5235668789808917,111,713,3046,81,inside -- Exactamundo 5 -- 
7494,2567.0,0.44565217391304346,195,1761,2290,63,inside+wrap -- In the beginning was one of these letters: consonants -- 
7495,2570.0,1.3037562851227447,13,81,3318,49,inside+wrap -- What's in dem words. Is it: el and e. Yeah it is. -- These words seem to end with the letters... lisa. -- 
7496,2571.0,1.3349299015977145,13,68,4093,72,inside+wrap -- Maka dem all the same siza: 4 -- All these words have something in common. I think r and e. sry typo -- These words are all: nouns. -- 
7497,2571.0,1.064261112022306,69,341,3804,64,inside+wrap -- These words seem to end with the letters... mike. -- OMG,these are: nouns -- 
7498,2571.5,0.0,252,960,2243,36,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- 
7499,2572.0,0.5143884892086331,190,1673,2393,49,inside+wrap -- Ends with a letter from consonants -- 
7500,2573.0,0.0,214,2042,2042,42,inside+wrap -- 
7501,2575.0,1.2828568708553276,55,192,3535,56,inside+wrap -- From 4-5 letters. -- OMG, ends with a letter from: wedding -- OMG,these are: nouns -- 
7502,2577.0,0.0,315,1410,1773,81,inside -- Your words my be not longer than dis many fingers: 5. -- 
7503,2577.5,0.24732620320855614,178,656,2465,81,inside -- No more no less than the best which is 4. -- 
7504,2578.0,1.1556961317210066,106,132,2950,56,inside+wrap -- Words with at least 5 letters. -- These words seem to end with the letters... wedding. -- These words are all: verbs. -- 
7505,2579.5,0.7843137254901961,80,559,3232,54,inside+wrap -- All these words have something in common. I think s and t. sry typo -- 
7506,2580.0,1.1690829534309763,75,141,3616,81,inside+wrap -- Maka dem all the same siza: 5 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7507,2581.0,0.19148936170212766,129,1355,2790,56,inside+wrap -- All these words have something in common. I think e. sry typo -- 
7508,2581.5,0.6503957783641161,207,590,3478,54,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7509,2581.5,0.0,323,1812,1812,56,inside -- 
7510,2584.0,0.0,350,1501,1501,72,inside -- 
7511,2585.0,1.3879917021164854,6,10,3426,56,inside+wrap -- All these words have something in common. I think e and el. sry typo -- These words are all: verbs. -- 
7512,2585.0,0.6304159445407279,288,539,3055,72,inside+wrap -- OMG,these are: verbs -- 
7513,2585.5,0.0,403,1460,1460,27,inside+wrap -- 
7514,2585.5,0.545297670405522,219,1171,2893,81,inside+wrap -- These words are all: nouns. -- 
7515,2586.0,0.27524038461538464,126,1337,2821,54,inside+wrap -- 4-5 letters. -- 
7516,2587.5,0.5475,303,1147,2469,81,inside -- These words are all: nouns. -- 
7517,2590.0,1.0483236500196687,87,372,3393,64,inside+wrap -- In the beginning was one of these letters: potato -- OMG,these are: nouns -- 
7518,2591.0,0.0,300,1342,1884,64,inside -- Words with at least 5 letters. -- 
7519,2597.5,1.0903641381253322,81,162,3024,54,inside+wrap -- These words seem to start with... frog. -- OMG,these are: nouns -- 
7520,2598.0,0.6118881118881119,101,481,2726,48,inside+wrap -- Ends with a letter from frog -- 
7521,2598.5,1.040724946695096,210,534,2757,64,inside -- OMG, ends with a letter from: minos -- These words are all: nouns. -- 
7522,2598.5,1.0493450184501845,70,234,3165,54,inside+wrap -- In the beginning was one of these letters: mike -- OMG,these are: nouns -- 
7523,2599.0,1.1434992266399782,93,126,3251,81,inside+wrap -- In the beginning was one of these letters: lisa -- OMG,these are: verbs -- 
7524,2599.5,1.6259298645829499,29,34,3168,81,inside+wrap -- What's in dem words. Is it: r. Yeah it is. -- These words seem to end with the letters... lisa. -- OMG,these are: verbs -- 
7525,2600.5,0.6346153846153846,11,91,4171,72,inside+wrap -- At least 4 of da letters. -- What's in dem words. Is it: i and t. Yeah it is. -- 
7526,2602.0,0.6304159445407279,158,454,3664,81,inside+wrap -- Words with at least 5 letters. -- OMG,these are: verbs -- 
7527,2603.0,0.24474660074165636,234,1021,2063,48,inside+wrap -- From 4-5 letters. -- 
7528,2604.5,1.3236289281888345,54,283,3904,64,inside+wrap -- From 4-5 letters. -- These words seem to end with the letters... minos. -- These words are all: nouns. -- 
7529,2605.0,0.7632821177341724,51,369,3462,36,inside+wrap -- 4-5 many letters, so little time. -- In the beginning was one of these letters: vowels -- 
7530,2606.0,0.44565217391304346,164,1736,2424,72,inside+wrap -- These words seem to start with... consonants. -- 
7531,2606.0,1.106727221118365,15,35,3194,81,inside+wrap -- At least 4 of da letters. -- All these words have something in common. I think e and r. sry typo -- The first part of the word is important. Is one of : minos -- 
7532,2609.0,0.0,239,1441,2250,49,inside+wrap -- Words with at least 5 letters. -- 
7533,2609.5,0.6666666666666666,21,111,3199,72,inside+wrap -- What's in dem words. Is it: i and t. Yeah it is. -- 
7534,2611.5,0.0,327,1824,1824,48,inside+wrap -- 
7535,2614.5,0.6491688538932633,175,236,3090,64,inside+wrap -- At least 4 of da letters. -- OMG,these are: verbs -- 
7536,2617.0,0.6432246998284734,238,287,2781,64,inside+wrap -- Words with at least 5 letters. -- OMG,these are: verbs -- 
7537,2617.0,1.0492722101388656,69,284,3153,63,inside+wrap -- What's in dem words. Is it: i and s. Yeah it is. -- OMG, ends with a letter from: consonants -- 
7538,2619.0,0.4631578947368421,77,253,2980,64,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- Ends with a letter from consonants -- 
7539,2620.5,0.8951423791057724,211,258,2876,81,inside -- 4-5 letters. -- OMG,these are: verbs -- 
7540,2623.0,1.7201537943421643,16,46,3216,72,inside+wrap -- No more no less than the best which is 5. -- All these words have something in common. I think t and e. sry typo -- OMG,these are: nouns -- 
7541,2623.5,1.1981809739709939,10,47,3862,64,inside+wrap -- No more no less than the best which is 5. -- Words need to represent with : s and r. -- 
7542,2624.5,1.0376053627132142,54,301,3926,64,inside+wrap -- Words with at least 5 letters. -- The first part of the word is important. Is one of : minos -- These words are all: nouns. -- 
7543,2626.0,0.7783312577833126,141,457,2726,63,inside+wrap -- 4-5 many letters, so little time. -- OMG, ends with a letter from: minos -- 
7544,2628.5,0.0,363,1539,1539,64,inside -- 
7545,2628.5,0.5376712328767124,128,536,2737,72,inside -- OMG, ends with a letter from: frog -- 
7546,2628.5,1.137848355742452,92,136,3333,72,inside -- Maka dem all the same siza: 5 -- These words are all: verbs. -- 
7547,2632.0,0.0,384,1632,1632,63,inside -- 
7548,2632.5,0.0,361,1644,1644,81,inside -- 
7549,2634.5,1.0533914403844005,52,360,3529,56,inside+wrap -- Maka dem all the same siza: 5 -- In the beginning was one of these letters: lisa -- 
7550,2637.0,0.5353535353535354,98,630,2858,36,inside+wrap -- These words seem to end with the letters... potato. -- 
7551,2638.5,0.6455160744500846,251,301,2797,56,inside+wrap -- At least 5 of da letters. -- These words are all: verbs. -- 
7552,2640.5,1.0218759173652234,131,454,2968,81,inside+wrap -- Ends with a letter from vowels -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7553,2646.0,0.0,208,1087,2709,54,inside+wrap -- At least 4 of da letters. -- 
7554,2646.5,0.0,371,1553,1553,72,inside -- 
7555,2648.5,0.5363636363636364,209,1224,3008,72,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7556,2649.0,0.5304083405734145,324,932,2354,36,inside+wrap -- OMG,these are: nouns -- 
7557,2650.0,0.0,318,1683,1683,72,inside -- 
7558,2654.0,0.5682656826568265,92,399,2889,81,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- The first part of the word is important. Is one of : minos -- 
7559,2656.0,0.0,312,1592,1592,64,inside -- 
7560,2656.0,0.4925373134328358,165,713,2706,72,inside+wrap -- Words with at least 5 letters. -- These words seem to end with the letters... minos. -- 
7561,2658.0,0.5363636363636364,315,1058,2655,72,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7562,2658.5,0.24474660074165636,269,1119,2273,64,inside -- From 4-5 letters. -- 
7563,2659.0,1.6997540856664166,21,41,3288,63,inside+wrap -- What's in dem words. Is it: s and r. Yeah it is. -- The first part of the word is important. Is one of : lisa -- These words are all: nouns. -- 
7564,2661.5,0.0,239,2134,2134,63,inside -- 
7565,2661.5,0.0,337,1569,1569,48,inside+wrap -- 
7566,2663.0,0.5259515570934256,191,809,2438,72,inside+wrap -- Ends with a letter from minos -- 
7567,2664.5,0.6455160744500846,334,424,2683,64,inside+wrap -- OMG,these are: verbs -- 
7568,2665.5,0.5363636363636364,244,1289,2910,72,inside+wrap -- These words are all: nouns. -- 
7569,2666.0,0.5555555555555556,86,607,3351,72,inside+wrap -- In the beginning was one of these letters: mike -- 
7570,2666.5,0.5379213483146067,146,684,2847,81,inside -- No more no less than the best which is 5. -- 
7571,2667.5,1.084041558566494,141,345,2921,81,inside+wrap -- The first part of the word is important. Is one of : minos -- These words are all: nouns. -- 
7572,2668.5,1.4334825793834594,19,25,3565,49,inside+wrap -- Words need to represent with : ee and s. -- These words are all: verbs. -- 
7573,2669.5,0.6923076923076923,91,760,3600,49,inside+wrap -- All these words have something in common. I think t and s. sry typo -- 
7574,2671.5,1.152665357389767,86,121,3408,54,inside+wrap -- These words seem to end with the letters... mike. -- These words are all: verbs. -- 
7575,2674.0,1.144172311968039,51,223,3178,81,inside -- What's in dem words. Is it: s and e. Yeah it is. -- These words seem to start with... vowels. -- 
7576,2677.0,0.5018450184501845,95,406,2965,63,inside+wrap -- In the beginning was one of these letters: mike -- 
7577,2678.0,0.0,294,1907,1907,63,inside+wrap -- 
7578,2678.0,0.5475,242,1294,2932,64,inside+wrap -- These words are all: nouns. -- 
7579,2679.0,0.41025641025641024,98,516,3056,64,inside+wrap -- What's in dem words. Is it: e and i. Yeah it is. -- 
7580,2681.0,0.0,130,1110,3234,56,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- 
7581,2684.0,0.5428571428571428,138,685,2657,42,inside+wrap -- Ends with a letter from mike -- 
7582,2685.5,0.0,289,1582,2212,64,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- 
7583,2687.0,0.5363636363636364,252,604,2822,72,inside -- Your words my be not longer than dis many fingers: 4. -- OMG,these are: nouns -- 
7584,2687.0,0.0,374,1676,1676,48,inside+wrap -- 
7585,2689.0,0.0,310,1910,1910,49,inside+wrap -- 
7586,2691.5,1.1682433471773574,30,55,3970,81,inside+wrap -- Ends with a letter from mike -- These words are all: verbs. -- 
7587,2692.5,0.27524038461538464,308,1163,2026,48,inside+wrap -- 4-5 letters. -- 
7588,2694.5,0.545297670405522,428,914,2191,64,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7589,2694.5,0.5804195804195804,92,544,2865,56,inside+wrap -- These words seem to end with the letters... lisa. -- 
7590,2695.0,0.8306755202342361,56,440,3966,64,inside+wrap -- From 4-5 letters. -- In the beginning was one of these letters: frog -- 
7591,2697.0,0.7728583970901793,184,396,3118,81,inside -- Exactamundo 4 -- These words are all: nouns. -- 
7592,2697.0,0.24324324324324326,211,1041,2254,64,inside+wrap -- All these words have something in common. I think e. sry typo -- 
7593,2698.0,0.2397094430992736,285,1070,2153,56,inside+wrap -- 4-5 letters. -- 
7594,2699.5,0.5475,380,951,2212,56,inside -- These words are all: nouns. -- 
7595,2704.5,0.6491688538932633,397,499,2625,81,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7596,2705.5,0.0,315,1624,1624,54,inside+wrap -- 
7597,2709.0,0.7234101748807631,22,161,3507,49,inside+wrap -- Exactamundo 4 -- The first part of the word is important. Is one of : vowels -- 
7598,2709.5,0.5475,353,963,2415,81,inside+wrap -- OMG,these are: nouns -- 
7599,2712.5,0.741554461549458,54,199,3244,81,inside+wrap -- 4-5 letters. -- These words seem to start with... mike. -- 
7600,2713.5,0.24732620320855614,116,961,3462,81,inside+wrap -- No more no less than the best which is 4. -- 
7601,2713.5,1.0391424394997564,15,110,3574,81,inside+wrap -- 4-5 letters. -- Words need to represent with : t and et. -- 
7602,2713.5,0.545297670405522,317,857,2525,72,inside+wrap -- Words with at least 5 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7603,2714.5,1.3590773683421717,31,40,3390,54,inside+wrap -- 4-5 letters. -- The first part of the word is important. Is one of : potato -- These words are all: verbs. -- 
7604,2717.5,0.7950959802832547,55,363,3089,56,inside+wrap -- 4-5 many letters, so little time. -- The first part of the word is important. Is one of : vowels -- 
7605,2719.0,0.7575816938590845,32,212,3466,72,inside+wrap -- Exactamundo 4 -- The first part of the word is important. Is one of : vowels -- 
7606,2720.5,0.5298245614035088,212,904,2637,36,inside+wrap -- The first part of the word is important. Is one of : lisa -- 
7607,2723.0,1.0600448028673835,173,439,2938,64,inside -- These words seem to start with... lisa. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7608,2726.0,0.0,398,1703,1703,54,inside+wrap -- 
7609,2726.5,0.0,217,2194,2194,42,inside+wrap -- 
7610,2726.5,0.545297670405522,416,976,2173,49,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7611,2732.5,0.5259515570934256,207,1279,2691,64,inside+wrap -- Ends with a letter from minos -- 
7612,2735.5,0.0,340,1253,1990,56,inside+wrap -- Words with at least 5 letters. -- 
7613,2737.5,1.106716763320537,34,40,3433,81,inside+wrap -- Your words my be not longer than dis many fingers: 3. -- OMG, ends with a letter from: wedding -- OMG,these are: verbs -- 
7614,2741.5,0.5234899328859061,198,901,2496,54,inside+wrap -- OMG, ends with a letter from: lisa -- 
7615,2744.0,0.5363636363636364,233,1276,3091,48,inside+wrap -- These words are all: nouns. -- 
7616,2747.5,0.0,329,1759,1759,48,inside+wrap -- 
7617,2747.5,0.4961832061068702,156,670,2981,49,inside+wrap -- No more no less than the best which is 5. -- 
7618,2749.0,1.5288711926331722,88,229,3213,72,inside+wrap -- Exactamundo 5 -- In the beginning was one of these letters: consonants -- OMG,these are: nouns -- 
7619,2750.5,0.0,395,1629,1629,36,inside+wrap -- 
7620,2756.0,1.176321704290042,76,111,3597,72,inside+wrap -- In the beginning was one of these letters: minos -- OMG,these are: verbs -- 
7621,2758.0,0.5353535353535354,107,656,2865,54,inside+wrap -- OMG, ends with a letter from: potato -- 
7622,2759.0,0.0,356,1757,1757,63,inside+wrap -- 
7623,2761.0,0.0,324,1775,1775,56,inside+wrap -- 
7624,2765.0,0.5234899328859061,138,1183,3321,72,inside+wrap -- These words seem to end with the letters... lisa. -- 
7625,2767.5,0.7781743827342891,301,625,2681,32,inside+wrap -- From 4-5 letters. -- OMG,these are: nouns -- 
7626,2768.5,0.5804195804195804,247,1053,2549,48,inside+wrap -- OMG, ends with a letter from: lisa -- 
7627,2770.0,0.6455160744500846,277,346,3021,81,inside -- Words with at least 5 letters. -- OMG,these are: verbs -- 
7628,2770.0,0.5272727272727272,209,834,2609,72,inside+wrap -- What's in dem words. Is it: r and e. Yeah it is. -- 
7629,2772.0,0.545297670405522,391,966,2299,72,inside+wrap -- These words are all: nouns. -- 
7630,2780.0,0.5363636363636364,292,789,2751,54,inside+wrap -- At least 5 of da letters. -- These words are all: nouns. -- 
7631,2780.0,0.993900404065478,138,317,3169,81,inside -- Your words my be not longer than dis many fingers: 5. -- These words seem to end with the letters... wedding. -- These words are all: nouns. -- 
7632,2782.5,0.27524038461538464,263,1111,2303,49,inside+wrap -- From 4-5 letters. -- 
7633,2783.0,0.5257995735607676,343,1034,2501,64,inside+wrap -- OMG,these are: nouns -- 
7634,2783.5,0.5785714285714286,144,735,2800,42,inside+wrap -- These words seem to start with... lisa. -- 
7635,2785.0,0.0,372,1775,1775,64,inside+wrap -- 
7636,2789.5,0.6444444444444445,99,434,3158,54,inside+wrap -- Words need to represent with : s and r. -- 
7637,2791.0,0.8974244713966495,134,364,4156,56,inside+wrap -- From 4-5 letters. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7638,2791.0,0.0,210,1863,2621,63,inside+wrap -- Words with at least 5 letters. -- 
7639,2791.0,0.0,192,2271,2271,81,inside+wrap -- 
7640,2792.0,1.7209348052828282,20,26,3570,54,inside+wrap -- Exactamundo 5 -- In the beginning was one of these letters: wedding -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7641,2792.5,0.8201290235188541,104,660,3493,54,inside+wrap -- 4-5 many letters, so little time. -- Ends with a letter from lisa -- 
7642,2800.0,0.6432246998284734,67,87,3718,64,inside+wrap -- Words with at least 3 letters. -- These words are all: verbs. -- 
7643,2800.0,0.5475,279,1394,3039,81,inside+wrap -- OMG,these are: nouns -- 
7644,2801.0,1.7856278775841834,9,13,3772,72,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- Words need to represent with : et and e. -- OMG, ends with a letter from: consonants -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7645,2801.5,0.0,403,1776,1776,63,inside+wrap -- 
7646,2801.5,0.6432246998284734,348,483,3116,81,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7647,2810.5,0.8809507980196879,110,148,3635,64,inside+wrap -- Maka dem all the same siza: 4 -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7648,2810.5,1.1400269541778976,7,27,3619,54,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- All these words have something in common. I think t and r. sry typo -- OMG, ends with a letter from: frog -- 
7649,2813.5,0.0,337,1821,1821,48,inside+wrap -- 
7650,2817.0,1.0314131413141314,52,169,3645,72,inside+wrap -- Your words my be not longer than dis many fingers: 4. -- In the beginning was one of these letters: vowels -- These words are all: nouns. -- 
7651,2819.5,0.0,337,2027,2027,48,inside+wrap -- 
7652,2821.0,0.0,238,2278,2278,64,inside+wrap -- 
7653,2822.0,0.0,352,1822,1822,63,inside+wrap -- 
7654,2825.0,0.5235668789808917,84,835,3843,63,inside+wrap -- No more no less than the best which is 5. -- 
7655,2826.5,1.1504702194357366,11,55,4219,72,inside+wrap -- At least 5 of da letters. -- All these words have something in common. I think s and r. sry typo -- These words seem to start with... wedding. -- 
7656,2831.5,0.5257995735607676,150,733,3852,48,inside+wrap -- Words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7657,2833.0,0.0,336,1841,1841,36,inside+wrap -- 
7658,2835.5,0.0,395,1478,1942,81,inside -- Your words my be not longer than dis many fingers: 5. -- 
7659,2842.0,0.545297670405522,273,1352,3171,63,inside+wrap -- These words are all: nouns. -- 
7660,2844.0,0.0,380,1730,1730,56,inside+wrap -- 
7661,2846.0,0.0,364,2040,2040,64,inside+wrap -- 
7662,2853.0,0.4742268041237113,350,1391,2077,81,inside+wrap -- Ends with a letter from consonants -- 
7663,2854.5,0.0,389,1736,1736,54,inside+wrap -- 
7664,2857.0,0.0,380,1743,1743,32,inside+wrap -- 
7665,2867.0,0.24474660074165636,279,1257,2310,56,inside+wrap -- From 4-5 letters. -- 
7666,2867.5,0.9876408450704226,369,855,2583,81,inside+wrap -- These words seem to start with... consonants. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7667,2869.0,0.5363636363636364,116,283,3411,64,inside+wrap -- At least 3 of da letters. -- These words are all: nouns. -- 
7668,2874.0,0.0,398,1751,1751,48,inside+wrap -- 
7669,2874.5,0.24896836313617607,187,644,3030,42,inside+wrap -- Exactamundo 4 -- 
7670,2877.0,0.6432246998284734,223,639,4004,72,inside+wrap -- These words are all: verbs. -- 
7671,2882.5,0.5304083405734145,443,1170,2464,64,inside+wrap -- OMG,these are: nouns -- 
7672,2885.5,0.0,265,2345,2345,81,inside -- 
7673,2891.0,0.23772609819121446,170,793,3531,72,inside+wrap -- No more no less than the best which is 4. -- 
7674,2891.0,0.0,323,1245,2326,81,inside+wrap -- At least 4 of da letters. -- 
7675,2892.0,1.0632453567937439,112,345,3631,81,inside -- These words seem to start with... potato. -- These words are all: nouns. -- 
7676,2893.5,0.4961832061068702,173,784,3142,42,inside+wrap -- Exactamundo 5 -- 
7677,2896.5,0.0,195,2375,2375,54,inside+wrap -- 
7678,2899.0,1.0788547173853877,139,479,3852,56,inside+wrap -- Ends with a letter from wedding -- OMG,these are: nouns -- 
7679,2899.5,0.0,428,1542,1973,72,inside -- Your words my be not longer than dis many fingers: 5. -- 
7680,2900.5,1.2667795809043643,48,74,3951,56,inside+wrap -- All these words have something in common. I think r and t. sry typo -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
7681,2902.0,0.0,238,2359,2359,63,inside+wrap -- 
7682,2911.0,0.0,416,1895,1895,63,inside -- 
7683,2914.5,1.4997128409690905,6,16,4039,72,inside+wrap -- 4-5 letters. -- All these words have something in common. I think oo. sry typo -- OMG,these are: nouns -- 
7684,2914.5,0.5257995735607676,292,742,3067,81,inside+wrap -- Words with at least 4 letters. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
7685,2917.0,0.5536332179930796,121,612,3373,72,inside+wrap -- At least 5 of da letters. -- In the beginning was one of these letters: minos -- 
7686,2918.0,0.49498327759197325,242,1932,2774,81,inside+wrap -- These words seem to end with the letters... consonants. -- 
7687,2921.5,1.641952492629034,56,163,4656,72,inside+wrap -- No more no less than the best which is 5. -- OMG, ends with a letter from: consonants -- OMG,these are: verbs -- 
7688,2925.5,0.0,288,1687,2588,54,inside+wrap -- Your words my be not longer than dis many fingers: 5. -- 
7689,2927.5,0.0,120,488,3591,72,inside -- Words with at least 3 letters. -- 
7690,2928.5,0.49504950495049505,127,847,2995,81,inside+wrap -- The first part of the word is important. Is one of : vowels -- 
7691,2929.5,0.6078431372549019,46,135,3750,72,inside+wrap -- Words with at least 4 letters. -- Words need to represent with : s and i. -- 
7692,2929.5,0.49324324324324326,97,552,3482,72,inside+wrap -- Words with at least 4 letters. -- These words seem to end with the letters... vowels. -- 
7693,2933.0,0.9142857142857143,15,59,3904,56,inside+wrap -- What's in dem words. Is it: et and s. Yeah it is. -- 
7694,2934.0,0.5143769968051118,134,549,3257,81,inside+wrap -- At least 5 of da letters. -- These words seem to start with... wedding. -- 
7695,2935.5,0.0,389,1917,1917,48,inside+wrap -- 
7696,2935.5,0.5257995735607676,415,1029,2739,81,inside+wrap -- These words are all: nouns. -- 
7697,2936.5,0.5259259259259259,188,915,3082,56,inside+wrap -- These words seem to start with... minos. -- 
7698,2939.5,1.062466240227434,86,290,3807,81,inside -- In the beginning was one of these letters: mike -- These words are all: nouns. -- 
