id, difficulty,uniqueness,rules,goal words,valid words,total words, cells, hint
672,91.5,0.7184196155526431,2,5,13,77,42,directions: ️E️️WN️S️ -- From 4-5 letters. -- OMG,these are: nouns -- 
673,90.5,0.7184196155526431,2,5,15,65,12,inside -- From 4-5 letters. -- OMG,these are: nouns -- 
674,90.5,0.5921815034991347,2,6,20,59,12,inside -- Exactamundo 4 -- In the beginning was one of these letters: consonants -- 
675,90.5,0.5196428571428572,1,18,34,81,84,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
676,90.5,0.5196428571428572,1,13,37,83,48,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
677,90.0,0.5196428571428572,1,14,33,77,16,inside -- OMG,these are: nouns -- 
678,90.0,0.5962230215827338,2,6,10,36,8,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- These words are all: verbs. -- 
679,90.0,0.5196428571428572,2,5,19,68,36,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- These words are all: nouns. -- 
680,89.5,0.19877675840978593,1,6,39,86,36,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- 
681,89.5,0.4921875,1,5,27,99,56,directions: ️E️️WN️S️ -- These words seem to start with... potato. -- 
682,88.5,0.7949997799925197,2,5,9,75,42,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
683,88.0,0.5962230215827338,1,15,23,90,42,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
684,87.5,0.40145985401459855,2,7,28,52,80,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- The first part of the word is important. Is one of : consonants -- 
685,87.5,0.4921875,1,5,35,87,48,directions: ️E️️WN️S️ -- These words seem to start with... potato. -- 
686,85.0,0.5196428571428572,2,8,18,56,78,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- These words are all: nouns. -- 
687,83.5,0.40145985401459855,1,11,39,61,18,inside -- The first part of the word is important. Is one of : consonants -- 
688,83.5,0.5962230215827338,1,7,11,61,9,inside+wrap -- These words are all: verbs. -- 
689,83.5,0.40145985401459855,1,11,46,62,70,directions: ️E️️WN️S️ -- In the beginning was one of these letters: consonants -- 
690,83.5,0.5196428571428572,1,13,35,71,60,directions: ️E️️WN️S️ -- These words are all: nouns. -- 
691,83.0,0.40145985401459855,1,9,45,56,21,inside -- The first part of the word is important. Is one of : consonants -- 
692,83.0,0.5196428571428572,1,12,23,43,12,inside+wrap -- OMG,these are: nouns -- 
693,83.0,0.5196428571428572,1,16,38,64,48,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
694,82.5,0.5634920634920635,1,6,20,83,18,inside -- The first part of the word is important. Is one of : frog -- 
695,82.5,0.0,1,11,36,70,77,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
696,82.5,0.3076923076923077,1,11,33,73,42,directions: ️E️️WN️S️ -- What's in dem words. Is it: t. Yeah it is. -- 
697,81.5,0.5196428571428572,1,14,32,69,42,directions: ️E️️WN️S️ -- These words are all: nouns. -- 
698,81.0,0.5962230215827338,1,13,21,72,12,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
699,81.0,0.0,1,6,23,45,8,inside+wrap -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
700,81.0,0.4782608695652174,1,8,29,77,60,directions: ️E️️WN️S️ -- What's in dem words. Is it: s. Yeah it is. -- 
701,80.0,0.5962230215827338,1,7,12,85,18,inside -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
702,80.0,0.5196428571428572,1,12,33,67,32,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
703,79.0,0.5962230215827338,2,6,10,54,60,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 3. -- These words are all: verbs. -- 
704,79.0,0.5196428571428572,2,8,20,42,24,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- OMG,these are: nouns -- 
705,78.5,0.5962230215827338,1,11,18,80,36,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
706,78.5,0.19877675840978593,1,5,20,84,48,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- 
707,78.0,0.5196428571428572,2,6,18,36,8,inside -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- These words are all: nouns. -- 
708,78.0,0.5196428571428572,2,9,18,33,14,inside -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
709,77.5,0.5196428571428572,1,11,26,62,9,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
710,77.0,0.5196428571428572,1,7,19,40,14,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
711,76.5,0.40145985401459855,1,8,39,50,12,inside -- The first part of the word is important. Is one of : consonants -- 
712,76.5,0.7184196155526431,2,5,10,50,60,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- OMG,these are: nouns -- 
713,75.5,0.5196428571428572,1,8,15,40,16,inside+wrap -- These words are all: nouns. -- 
714,75.5,0.25,1,10,34,59,48,directions: ️E️️WN️S️ -- What's in dem words. Is it: i. Yeah it is. -- 
715,75.5,0.0,1,9,33,61,28,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
716,75.0,0.19072164948453607,1,5,22,75,48,directions: ️E️️WN️S️ -- Exactamundo 4 -- 
717,74.5,0.5196428571428572,1,11,30,52,12,inside -- OMG,these are: nouns -- 
718,74.5,0.5,1,6,24,71,48,directions: ️E️️WN️S️ -- These words seem to end with the letters... potato. -- 
719,74.0,0.5104895104895105,1,6,22,72,48,directions: ️E️️WN️S️ -- In the beginning was one of these letters: minos -- 
720,73.5,0.5962230215827338,1,9,17,65,12,inside -- These words are all: verbs. -- 
721,73.5,0.5196428571428572,1,7,17,35,12,inside+wrap -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
722,73.5,0.5962230215827338,1,13,20,66,70,directions: ️E️️WN️S️ -- These words are all: verbs. -- 
723,72.5,0.19072164948453607,1,5,21,71,36,directions: ️E️️WN️S️ -- Exactamundo 4 -- 
724,72.0,0.5962230215827338,1,5,11,80,42,directions: ️E️️WN️S️ -- These words are all: verbs. -- 
725,71.5,0.5962230215827338,2,5,9,33,8,inside -- Your words my be not longer than dis many fingers: 5. -- These words are all: verbs. -- 
726,71.5,0.4393939393939394,1,9,30,48,12,inside -- OMG, ends with a letter from: consonants -- 
727,71.0,0.5962230215827338,2,7,11,36,42,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 5 times it is. -- OMG,these are: verbs -- 
728,70.5,0.0,1,8,34,51,28,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 3 times it is. -- 
729,70.5,0.5962230215827338,1,7,14,72,36,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
730,70.0,0.0,1,7,36,41,14,inside -- Your words my be not longer than dis many fingers: 4. -- 
731,69.5,0.3076923076923077,1,5,27,59,28,directions: ️E️️WN️S️ -- Words need to represent with : t. -- 
732,69.0,0.5196428571428572,2,5,13,32,18,directions: ️E️️WN️S️ -- Your words my be not longer than dis many fingers: 3. -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
733,68.5,0.5962230215827338,1,9,16,64,78,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
734,68.5,0.0,1,11,36,42,24,directions: ️E️️WN️S️ -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
735,68.5,0.4921875,1,5,20,64,84,directions: ️E️️WN️S️ -- In the beginning was one of these letters: potato -- 
736,68.5,0.5962230215827338,1,10,16,63,48,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
737,68.0,0.5196428571428572,1,8,26,54,36,directions: ️E️️WN️S️ -- These words are all: nouns. -- 
738,67.0,0.5962230215827338,1,5,8,33,12,inside+wrap -- These words are all: verbs. -- 
739,67.0,0.19877675840978593,1,5,22,59,60,directions: ️E️️WN️S️ -- 4-5 many letters, so little time. -- 
740,66.5,0.5962230215827338,1,5,9,31,9,inside+wrap -- These words are all: verbs. -- 
741,65.0,0.5962230215827338,1,9,15,50,16,inside -- These words are all: verbs. -- 
742,64.0,0.5196428571428572,1,11,23,46,48,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
743,63.5,0.5104895104895105,1,6,19,54,24,directions: ️E️️WN️S️ -- OMG, ends with a letter from: mike -- 
744,62.5,0.19877675840978593,1,7,19,51,48,directions: ️E️️WN️S️ -- 4-5 letters. -- 
745,61.5,0.5,1,6,18,51,18,directions: ️E️️WN️S️ -- These words seem to end with the letters... potato. -- 
746,60.5,0.0,1,5,23,37,9,inside -- Your words my be not longer than dis many fingers: 3. -- 
747,60.0,0.5196428571428572,1,7,19,38,18,inside -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
748,60.0,0.5196428571428572,1,6,21,45,80,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
749,59.0,0.5634920634920635,1,5,12,53,28,directions: ️E️️WN️S️ -- In the beginning was one of these letters: frog -- 
750,59.0,0.40145985401459855,1,5,25,40,84,directions: ️E️️WN️S️ -- The first part of the word is important. Is one of : consonants -- 
751,58.5,0.5196428571428572,1,9,19,41,32,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
752,58.0,0.5962230215827338,1,5,9,46,9,inside -- OMG,these are: verbs -- 
753,57.0,0.5962230215827338,1,7,13,46,21,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
754,56.5,0.0,1,6,24,35,60,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
755,56.0,0.0,1,5,25,26,12,inside -- Your words my be not longer than dis many fingers: 5. -- 
756,55.5,0.5196428571428572,1,6,18,39,60,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
757,55.0,0.5196428571428572,1,8,18,36,21,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: nouns -- 
758,55.0,0.5104895104895105,1,5,19,38,24,directions: ️E️️WN️S️ -- These words seem to start with... minos. -- 
759,54.0,0.5962230215827338,1,6,10,44,16,directions: ️E️️WN️S️ -- These words are all: verbs. -- 
760,53.0,0.0,1,7,18,33,18,directions: ️E️️WN️S️ -- You don't need a sweater but you do need words with at least 3 letters. -- 
761,51.0,0.5196428571428572,1,5,13,28,8,inside -- These words are all: nouns. -- 
762,50.0,0.5196428571428572,1,9,14,29,16,directions: ️E️️WN️S️ -- OMG,these are: nouns -- 
763,49.5,0.5196428571428572,1,7,15,21,8,inside -- OMG,these are: nouns -- 
764,49.0,0.5962230215827338,1,5,8,37,32,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
765,49.0,0.5962230215827338,1,5,8,37,42,directions: ️E️️WN️S️ -- These words are all: verbs. -- 
766,47.0,0.5962230215827338,1,5,10,31,24,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
767,45.5,0.5962230215827338,1,5,9,29,24,directions: ️E️️WN️S️ -- OMG,these are: verbs -- 
768,42.0,0.0,1,5,17,18,48,directions: N️S️ -- It may seem like this hint isn't useful. But i promise at least 4 times it is. -- 
769,42.0,0.5962230215827338,1,5,9,22,16,directions: ️E️️WN️S️ -- I'd pay attention to the kind of the words there are. Specifically: verbs -- 
770,41.5,0.5196428571428572,1,5,13,21,64,directions: ️E️️W -- OMG,these are: nouns -- 
771,38.5,0.5196428571428572,1,5,9,19,64,directions: ️E️️W -- OMG,these are: nouns -- 
772,38.0,0.5196428571428572,1,5,11,16,64,directions: ️E️️W -- OMG,these are: nouns -- 
